bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
P24_task-rl_run-4_bold	0.001026817	0.006676375	1	29.42533382	1.4699729	1.00654181	0.377174979	27432.57227	0.121613712	14	3.325415677	2.374013982	2.267557921	2.511987358	2.342496667	0.0208563	-0.008314373	0.019067798	421	82	82	56	5.085043498	1	3.024390221	3.024390221	3	59.66682633	1.683334708	8.873006821	1.907363534	282415	0.489311188	38.26366043	22.96105766	3.717423452	47.64400482	322.0885925	325.7280273	43534	211.3892006	413.5601212	64.05535889	72.46510315
P24_task-rest_bold	0.000809848	0.00845711	0	28.54474329	1.429940831	0.992281238	0.378035576	27084.37891	0.118326485	13	2.195945946	2.376596804	2.271472759	2.511950987	2.346366667	0.0184713	-0.00847973	0.019955365	592	82	82	56	5.135773903	1	3.024390221	3.024390221	3	57.86910061	1.728033066	9.00792408	1.92567575	282409	0.484797299	39.00878372	23.10964775	3.707886906	47.53593445	323.0513611	326.4611511	43523	214.473317	413.8292358	63.56537628	64.21619415
P02_task-rl_run-1_bold	0.001200926	0.007464748	1	20.3030938	1.134163096	0.996267601	0.399541534	21620.51367	0.119774183	10	2.375296912	2.447732961	2.303399856	2.628632359	2.411166667	0.0197197	-0.008492115	0.013889953	421	82	82	56	5.168274868	1	3.024390221	3.024390221	3	31.28038699	2.222142696	11.02485371	2.408551216	275078	0.577197194	53.69739017	24.84718895	3.864961296	49.35199738	353.7982483	359.7078552	49131	227.952507	449.022583	69.59850311	65.71820068
P02_task-rl_run-2_bold	0.000796517	0.010261551	0	19.89539691	1.066961419	0.957717341	0.400601545	21186.41992	0.126872126	16	3.791469194	2.456098561	2.313028244	2.63374744	2.42152	0.0214743	-0.008559261	0.01358179	422	82	82	56	5.08949952	1	3.024390221	3.024390221	3	30.84983066	2.24146986	11.2105484	2.426540375	274919	0.590047419	54.91493263	25.34136963	3.866457175	50.10105896	353.8683167	359.7322388	49222	226.0396996	450.8399445	70.68054199	56.31839371
P02_task-rl_run-3_bold	0.000883318	0.007730212	0	20.48568932	1.127176207	0.991844806	0.400329306	21324.40234	0.119019805	15	3.55450237	2.449000174	2.310022679	2.618117843	2.41886	0.0194526	-0.008524111	0.01327928	422	82	82	56	5.076229093	1	3.024390221	3.024390221	3	31.40867073	2.259036064	11.3088541	2.431279659	275062	0.5687204	55.6184845	25.64146614	3.754078579	51.39926147	355.3026733	361.0402832	49127	228.3803421	453.2635254	71.12299347	63.94981766
P02_task-rl_run-4_bold	0.0012341	0.007870978	0	20.94482712	1.151750801	1.002252476	0.400645053	21748.39648	0.114743302	22	5.213270142	2.47957909	2.336060986	2.664229617	2.438446667	0.0379407	-0.008198816	0.014045813	422	82	82	56	5.038267521	1	3.024390221	3.024390221	3	30.94001896	2.220390081	11.28656292	2.400474072	274646	0.571090043	55.856637	25.64743996	3.745629681	51.27976608	353.9559021	360.1777344	49379	224.4722855	451.5436127	71.48768616	60.97663879
P02_task-rest_bold	0.001266571	0.013411162	0	22.32927676	1.058831049	0.945594725	0.400153815	22258.87891	0.14173648	85	14.35810811	2.478296473	2.332764453	2.657421633	2.444703333	0.0266889	-0.007745599	0.012861107	592	82	82	56	5.168646112	1	3.024390221	3.024390221	3	30.66399547	2.206372499	11.32814121	2.391891956	275014	0.582770288	56.4302372	25.80844688	3.798939359	50.3095932	356.7326965	362.5751953	49090	230.5992432	453.5405579	70.14825439	47.46627045
P06_task-rl_run-1_bold	0.003499171	0.013532496	0	20.77647751	1.048947461	0.952729075	0.396951036	13060.72461	0.192895741	186	44.07582938	2.556013096	2.426690825	2.757031795	2.484316667	0.00621015	-0.015165919	0.021460516	422	82	82	56	4.72335349	1	3.024390221	3.024390221	3	37.01826718	2.975744963	11.31256008	2.976303339	278973	0.751184881	51.68625641	24.17927551	3.162435844	49.51614761	339.4693909	347.3507385	46301	193.8767853	438.0948181	73.53821564	48.65777588
P06_task-rl_run-2_bold	0.019710308	0.015153762	0	20.50702168	1.187890797	1.164906614	0.396513626	12868.48047	0.176752543	153	36.25592417	2.549450506	2.422871873	2.742126311	2.483353333	0.0249308	-0.014651802	0.020370416	422	82	82	56	4.692610777	1	3.024390221	3.024390221	3	36.57845456	2.975744486	11.31761551	2.971564054	279407	0.758293867	52.30971794	24.24015427	2.979324708	51.07249832	336.8976135	344.4289246	45981	193.2606659	436.4241943	73.3973465	44.66744232
P06_task-rl_run-3_bold	0.002003325	0.014058915	1	19.12912735	1.043438392	0.94193499	0.396461595	12893.31055	0.152925187	125	29.6912114	2.553721447	2.429455019	2.745445989	2.486263333	0.00910715	-0.014594074	0.018824	421	82	82	56	4.645208522	1	3.024390221	3.024390221	3	35.79187354	2.986334085	11.36182404	2.978622437	279468	0.745843291	52.90653343	24.41269684	3.083075656	51.16034317	336.5639343	344.3408813	46006	191.4228134	436.1912308	74.12738037	50.03161621
P06_task-rl_run-4_bold	0.005977512	0.017351577	0	20.22099657	1.047051924	0.974849473	0.396764048	12628.5459	0.167997901	146	34.5971564	2.566198445	2.436425019	2.75762365	2.504546667	0.016274	-0.014598706	0.020083852	422	82	82	56	4.669957264	1	3.024390221	3.024390221	3	36.26767114	3.046010017	11.47983932	3.009478807	279707	0.736966848	53.50805817	24.52241325	2.974488916	51.36405945	337.5217896	345.1706238	45797	191.909964	438.0123352	73.91220856	42.4529686
P06_task-rest_bold	0.0060075	0.017179018	0	18.92993167	1.065665879	0.984973804	0.397675064	12682.22559	0.159688387	179	30.23648649	2.608760417	2.475123729	2.806347522	2.54481	0.013911	-0.014362233	0.018854653	592	82	82	56	4.596913293	1	3.024390221	3.024390221	3	35.81715261	3.080406666	11.50203705	3.032094717	279016	0.72635138	54.05236435	24.53447723	2.848309051	52.00627518	335.3861389	343.7466431	46306	185.5582771	435.6566925	74.77690125	43.65348053
P18_task-rl_run-1_bold	0.004407062	0.00735786	0	20.55157335	1.214467838	1.047048717	0.397591394	23176.25	0.121579489	32	7.582938389	2.557107576	2.324088324	2.80468107	2.542553333	0.0180339	-0.015330277	0.022167932	422	82	82	56	4.922922623	1	3.024390221	3.024390221	3	26.41060474	2.237956524	12.46608257	2.578199148	276107	0.725118518	65.56019363	29.41187668	3.408334685	58.89656448	392.2978821	403.9763184	48185	230.5175446	496.8393433	82.0594101	66.24468994
P18_task-rl_run-2_bold	0.01024981	0.008390559	0	19.42516786	1.213912943	1.107340907	0.39739827	23746.23828	0.119767917	25	5.924170616	2.567513114	2.341066953	2.804109054	2.557363333	0.0166545	-0.01550562	0.021238348	422	82	82	56	4.859753641	1	3.024390221	3.024390221	3	26.01771624	2.150124788	12.55454159	2.556872129	276192	0.78436023	66.24383888	29.80814171	3.36508775	59.86268997	394.2532654	406.2488403	48165	226.7450378	500.6483704	83.59366608	60.59512329
P18_task-rl_run-3_bold	0.000590451	0.005992385	1	18.22461323	1.138150179	0.998957288	0.3974155	23616.91211	0.101804532	8	1.90023753	2.564796008	2.338811953	2.80365607	2.55192	0.0304961	-0.015106986	0.021928359	421	82	82	56	4.804831688	1	3.024390221	3.024390221	3	26.28760188	2.11649394	12.51513863	2.548693657	276048	0.800475121	66.67125893	29.64365959	3.211924988	61.1564827	392.4143066	404.4798279	48351	223.4988174	500.1247253	84.18102264	73.79615784
P18_task-rl_run-4_bold	0.00097753	0.006101572	1	17.44929431	1.121336274	1.00795707	0.397123118	24128.54688	0.10227319	8	1.90023753	2.577971814	2.352031147	2.821504296	2.56038	0.0248865	-0.014896428	0.021566203	421	82	82	56	4.769028393	1	3.024390221	3.024390221	3	26.39671699	2.084799528	12.51192951	2.524940729	276031	0.798099816	66.65320969	29.85120583	3.141327145	61.17403793	392.5071716	405.116394	48417	220.4479858	500.8347107	84.94648743	73.74468994
P18_task-rest_bold	0.010219205	0.009374222	1	17.20781141	1.152960866	1.098698393	0.396585768	24161.56836	0.107216072	35	5.922165821	2.601935712	2.37162518	2.848031957	2.58615	0.0153666	-0.014520423	0.022206696	591	82	82	56	4.699317117	1	3.024390221	3.024390221	3	25.98629458	2.067113876	12.334198	2.512690306	275934	0.798646331	65.76370506	29.29060173	3.099080468	62.34958267	391.1851807	403.565979	48480	218.7087051	501.2207321	85.87669373	56.00634766
P68_task-rl_run-1_bold	0.00259718	0.008231187	0	23.11165546	1.28587782	1.02249155	0.422568465	11162.67383	0.108890006	7	1.658767773	2.625818669	2.469763971	2.797182038	2.61051	0.0207453	-0.017014705	0.020677447	422	82	82	56	4.622584249	1	3.024390221	3.024390221	3	23.98645394	4.229983807	17.30301285	4.151659012	272185	0.907582998	85.63696899	36.60455322	3.184769745	65.26259613	433.5636902	448.6990662	51543	232.1879211	554.5723022	97.06577301	62.00027847
P68_task-rl_run-2_bold	0.000749403	0.007515554	3	22.67131638	1.24699737	1.005764377	0.423001444	11283.08008	0.117291268	15	3.579952267	2.614471662	2.456528245	2.781433408	2.605453333	0.0222541	-0.015792562	0.021324189	419	82	82	56	4.680653046	1	3.024390221	3.024390221	3	22.99954672	4.246116638	17.54973602	4.14797163	272317	0.899761379	87.66730957	37.21421814	3.198622253	65.47511292	435.7634888	450.2625427	51463	239.4317505	556.617688	96.19558716	64.89152527
P68_task-rl_run-3_bold	0.011823578	0.010790718	0	26.05752532	1.266170374	1.080899515	0.419566588	12045.06348	0.188028909	64	15.16587678	2.658606653	2.4911501	2.81917986	2.66549	0.0420256	-0.013952157	0.022563402	422	82	82	56	4.630317921	1	3.024390221	3.024390221	3	25.80114133	4.142151833	16.68592453	4.002369881	272474	0.812796235	83.53637581	36.02150726	3.014417953	66.95246887	434.8157349	450.2346191	51379	236.3727631	557.0696777	97.23527527	47.78411102
P68_task-rl_run-4_bold	0.004739929	0.01113653	0	25.00192117	1.244935858	1.029433662	0.417861323	13642.53906	0.149792303	56	13.27014218	2.638437289	2.46362389	2.783741312	2.667946667	0.0211307	-0.012732601	0.024271373	422	82	82	56	4.680111833	1	3.024390221	3.024390221	3	25.86333661	3.847036839	16.41811752	3.76303339	272731	0.789099574	82.82227707	35.82574844	3.000495572	67.82554626	435.7694397	450.0249023	51156	243.5385208	558.5391388	96.15592957	49.87388229
P68_task-rest_bold	0.005745076	0.018218936	1	25.55052204	1.141613794	0.977192851	0.417117121	13916.94727	0.217175399	202	34.17935702	2.684903248	2.501806793	2.833149619	2.719753333	0.0125149	-0.011343608	0.025991809	591	82	82	56	4.624759211	1	3.024390221	3.024390221	3	26.46738379	3.93353653	16.11263466	3.722504139	272796	0.686971247	81.21446419	35.17042923	2.937872029	68.37405396	435.8961182	451.0566711	51200	237.690947	559.7657867	97.52989197	37.52407074
P66_task-rl_run-1_bold	0.000952905	0.011321205	2	20.20983592	1.140166215	0.962442688	0.369681489	27975.97461	0.099354758	8	1.904761905	2.439735389	2.218410824	2.700015343	2.40078	0.0158768	-0.011028315	0.017187443	420	82	82	56	5.131577708	1	3.024390221	3.024390221	3	44.67760252	1.860313177	8.556048393	2.245238066	281146	0.619047642	40.61369228	19.6132412	4.693589911	51.24863815	374.0343323	382.9714355	44419	236.4714355	469.2671692	74.62950897	60.51285172
P66_task-rl_run-2_bold	0.001059597	0.00715007	0	19.81093943	1.202067141	1.010866685	0.368954951	28016.51563	0.086403342	4	0.947867299	2.399387844	2.195126791	2.638753407	2.364283333	0.0389721	-0.010871997	0.017287614	422	82	82	56	5.160279878	1	3.024390221	3.024390221	3	49.12653322	1.791770458	8.423104286	2.220379114	281173	0.635071099	39.97962341	19.41789818	4.55424262	51.49757767	371.5079651	380.3791504	44277	237.2165985	466.0739563	73.71205902	75.32231903
P66_task-rl_run-3_bold	0.000849336	0.008766702	0	20.0793031	1.180753413	0.990629986	0.368256272	27860.92969	0.098358398	17	4.028436019	2.407725989	2.204589856	2.644734778	2.373853333	0.0360082	-0.010818227	0.017003287	422	82	82	56	5.114565688	1	3.024390221	3.024390221	3	45.98122127	1.823389769	8.417778969	2.225118637	281502	0.627962112	40.08518963	19.3925457	4.515676796	51.26397705	370.5727844	379.6552124	44136	233.673584	465.1706238	74.22935486	66.14192963
P66_task-rl_run-4_bold	0.000913578	0.009656869	0	20.34687812	1.163844873	0.980873999	0.367268001	29577.12305	0.097352787	12	2.843601896	2.405926195	2.208441872	2.635886714	2.37345	0.0277842	-0.010408347	0.017002439	422	82	82	56	5.145656699	1	3.024390221	3.024390221	3	49.13438819	1.735558271	8.312849998	2.158767939	281692	0.616113782	39.65142403	19.35381317	4.461582416	51.58539963	371.2749329	380.3530884	43909	233.8502441	465.8967041	73.91646576	62.90115356
P66_task-rest_bold	0.002414932	0.011785522	0	18.98703422	1.158573612	0.998688389	0.3685313	28641.6543	0.082360598	17	2.871621622	2.41233986	2.211235823	2.659620424	2.366163333	0.0291072	-0.010418925	0.016981713	592	82	82	56	5.131326946	1	3.024390221	3.024390221	3	45.73554957	1.793147206	8.405739784	2.182432413	281506	0.604729772	40.08108139	19.52432823	4.49271302	51.34763718	369.5915527	378.4273682	44017	233.0625061	463.9098083	73.74760437	55.92084503
P12_task-rl_run-1_bold	0.002527038	0.006950252	0	21.34458146	1.201342189	1.024170392	0.398557136	18468.23047	0.154759602	106	25.11848341	2.462812647	2.263289292	2.68197865	2.44317	0.0178542	-0.01119984	0.019116022	422	82	82	56	4.682189338	1	3.024390221	3.024390221	3	37.66833929	2.420646667	12.23823261	2.713270187	277229	0.694312811	60.19810715	29.26918221	2.897700896	59.55884552	369.3367615	378.7974243	47620	210.679863	477.8804733	80.90092468	60.90997314
P12_task-rl_run-2_bold	0.000817791	0.005361605	1	21.44012657	1.190527244	1.003199118	0.398265994	18590.46875	0.149574134	88	20.90261283	2.455723615	2.265458324	2.669202521	2.43251	0.040866	-0.010648627	0.019330921	421	82	82	56	4.63190116	1	3.024390221	3.024390221	3	37.27306684	2.355964422	12.16603279	2.686460972	277186	0.729216158	60.4976263	29.05425262	2.759533423	60.74443436	368.0943604	377.6698608	47611	209.2993011	478.0095215	81.53582764	66.40451813
P12_task-rl_run-3_bold	0.009125592	0.007916256	0	22.06025031	1.224525323	1.066097908	0.399036165	17897.48438	0.158829153	70	16.58767773	2.4774665	2.280086066	2.696970101	2.455343333	0.0207998	-0.011515498	0.019193754	422	82	82	56	4.582255958	1	3.024390221	3.024390221	3	36.64539183	2.406593561	12.33172226	2.736966848	277144	0.755924225	61.53554916	29.21391106	2.690665851	61.49641037	367.9603577	377.7417297	47689	205.7914734	478.3900696	82.43489075	54.6570282
P12_task-rl_run-4_bold	0.000947536	0.007127642	0	21.18480608	1.150971161	0.978800684	0.399219031	17846.09375	0.14568057	64	15.16587678	2.471311975	2.275321469	2.690284456	2.44833	0.0195008	-0.011415099	0.019337686	422	82	82	56	4.672869218	1	3.024390221	3.024390221	3	35.90450012	2.448753119	12.3466959	2.75118494	277180	0.751184881	61.51907749	29.1391468	2.790450256	59.57108307	368.089447	378.4597168	47575	208.7218124	475.8488251	80.99001312	59.23053741
P12_task-rest_bold	0.000828153	0.01193215	2	20.51702673	1.094692982	0.950539816	0.400310186	17640.07813	0.158689257	154	26.10169492	2.520017513	2.311613082	2.743379457	2.50506	0.0202603	-0.010324478	0.018939205	590	82	82	56	4.607019624	1	3.024390221	3.024390221	3	35.43210703	2.502833605	12.49838257	2.777966022	276792	0.715254247	62.42720242	29.57539368	2.724058777	60.10821533	366.6519165	377.7296753	47908	203.6638062	475.3589005	81.98917389	46.35826492
P01_task-rl_run-1_bold	0.002005024	0.013651989	0	23.89835539	1.233708834	0.986341277	0.384575812	27846.75977	0.1324307	79	18.72037915	2.457238991	2.213937194	2.703569779	2.45421	0.0239834	-0.012737646	0.019861108	422	82	82	56	5.166967365	1	3.024390221	3.024390221	3	42.32331412	1.942841649	9.815272331	2.180094957	278374	0.582938433	45.41161232	24.5618	3.684319408	54.70344543	366.7595215	370.8045044	46892	248.2712196	470.2149567	71.76367188	50.82831573
P01_task-rl_run-2_bold	0.003763507	0.011686112	0	24.50016438	1.270320799	1.030052615	0.384730602	28525.4707	0.136385201	82	19.43127962	2.45856624	2.216089694	2.702432359	2.457176667	0.0398269	-0.012848829	0.019892979	422	82	82	56	5.127029292	1	3.024390221	3.024390221	3	43.97078905	1.879602432	9.868709564	2.146919489	278265	0.592417061	45.27914734	25.11709595	3.447735067	55.99280167	366.920105	371.0320129	46982	247.3378098	471.8354507	72.36706543	52.93360901
P01_task-rl_run-3_bold	0.001037773	0.010728743	0	23.64629454	1.238671311	0.992806175	0.384549007	28454.72852	0.131073262	78	18.48341232	2.412707978	2.180558565	2.642202036	2.415363333	0.0461441	-0.013021057	0.020182448	422	82	82	56	5.26028734	1	3.024390221	3.024390221	3	44.04947034	1.893655539	10.06976414	2.158767939	278970	0.60189575	46.1587677	25.71979141	3.597504186	55.52378845	371.0504456	374.3696899	46341	258.5473938	475.0592651	71.16828918	57.06475067
P01_task-rl_run-4_bold	0.001736114	0.011466952	0	24.06456635	1.194964796	0.966542553	0.385659065	27448.5625	0.141427134	86	20.37914692	2.438224672	2.20657042	2.669480262	2.438623333	0.0445106	-0.013535339	0.01816269	422	82	82	56	5.165062192	1	3.024390221	3.024390221	3	41.63142616	1.925275087	10.27336884	2.206161261	278650	0.62559247	47.43021603	26.10778809	3.492540967	56.05780029	370.5170288	374.6895752	46616	251.3975182	475.8868561	72.54231262	54.68660355
P01_task-rest_bold	0.001289172	0.015874179	0	24.77648203	1.208871845	0.960271324	0.384895619	27961.69922	0.150955784	166	28.04054054	2.475416321	2.226848888	2.710503408	2.488896667	0.0451835	-0.013539054	0.021111533	592	82	82	56	5.094486125	1	3.024390221	3.024390221	3	42.97335615	1.993498802	10.05111504	2.184121609	278627	0.565878391	46.70726433	25.27337265	3.566909312	56.1710701	369.8133545	373.9577942	46701	248.515213	475.2736511	73.40363312	45.56741333
P78_task-rl_run-1_bold	0.007285545	0.008846903	0	19.6255659	1.032419688	1.002327608	0.41148945	17277.95898	0.144957494	39	9.241706161	2.541434395	2.362165421	2.728827763	2.53331	0.024428	-0.015585251	0.036354788	422	82	82	56	4.50912582	1	3.024390221	3.024390221	3	25.09150769	2.582257509	13.36236858	2.864928961	272754	0.85308063	66.04822426	29.60116386	3.013668202	63.90824127	377.7705078	388.0379333	51028	207.164344	491.7148346	86.05529022	50.54934311
P78_task-rl_run-2_bold	0.003548412	0.006270523	0	19.5162883	1.082330749	1.00469185	0.41080921	17646.49219	0.124520585	44	10.42654028	2.510668964	2.340200663	2.68473623	2.50707	0.0349268	-0.01525302	0.037756655	422	82	82	56	4.590389813	1	3.024390221	3.024390221	3	24.92624393	2.533071518	13.26913071	2.827014208	272853	0.855450273	66.14786987	29.48052788	2.99864187	64.1506424	378.6299133	387.908783	50732	218.6322357	491.8681595	84.50370789	59.83829117
P78_task-rl_run-3_bold	0.002655711	0.010935299	0	19.71901152	0.964288984	0.926586455	0.413143335	16362.29199	0.140120025	52	12.32227488	2.545081483	2.364172438	2.729535344	2.541536667	0.0242754	-0.016116966	0.037249312	422	82	82	56	4.537074237	1	3.024390221	3.024390221	3	24.26463512	2.691168785	13.6648016	2.940758467	272700	0.860189617	68.08531189	29.7461586	2.811150491	65.06939697	377.8568726	387.223938	50938	215.3611504	492.0220459	85.34577942	46.97554779
P78_task-rl_run-4_bold	0.001888081	0.00588301	0	19.04578636	1.112325501	1.027563534	0.413319973	16220.68164	0.118664912	42	9.952606635	2.505770533	2.341447195	2.670611069	2.505253333	0.0315071	-0.016442582	0.038712233	422	82	82	56	4.589730901	1	3.024390221	3.024390221	3	24.271777	2.708735466	13.88378716	2.962085485	272938	0.876777291	69.79656715	30.46167755	2.947528422	64.58101654	379.6721802	388.9905396	50619	219.4739487	493.8670898	84.75152588	62.90763474
P78_task-rest_bold	0.001368122	0.009904032	1	18.85537873	1.068049442	0.983232154	0.413027653	16248.52734	0.080653406	24	4.060913706	2.494513938	2.330737599	2.659154214	2.49365	0.0411722	-0.015856044	0.037567619	591	82	82	56	4.618978796	1	3.024390221	3.024390221	3	23.54621957	2.69928956	13.84310627	2.959390879	273254	0.87648052	69.12521362	30.23667336	3.10964954	62.89390945	379.9776917	389.131958	50451	219.8392487	492.616745	84.2454834	50.39929581
P96_task-rl_run-1_bold	0.001508219	0.012571093	1	24.76394132	1.167141604	0.951576361	0.389149701	23984.43164	0.144468477	57	13.5391924	2.542177513	2.30754284	2.845849699	2.47314	0.0147953	-0.01443562	0.015729517	421	82	82	56	4.835463087	1	3.024390221	3.024390221	3	34.00440775	1.771375179	9.049502373	1.950118899	278249	0.439429939	44.94774628	20.99341965	3.1234149	46.90091324	299.2513123	306.6888428	46619	179.5126007	383.4627167	63.4242363	48.65235901
P96_task-rl_run-2_bold	0.003183531	0.010037022	0	24.33471148	1.219302376	1.003032698	0.38962278	24327.06641	0.147313715	49	11.61137441	2.523947119	2.301379614	2.816488409	2.453973333	0.0262448	-0.014803858	0.014473643	422	82	82	56	4.754997434	1	3.024390221	3.024390221	3	33.96322981	1.742584825	9.327096939	1.945497751	278347	0.436018974	47.06090317	21.88690376	3.279134839	46.37878418	300.6835022	308.1137695	46574	175.8128036	385.6479919	64.79718781	52.19305038
P96_task-rl_run-3_bold	0.003544548	0.014582191	2	24.61623196	1.118431896	0.960577113	0.388746844	24029.06836	0.175467608	76	18.0952381	2.565165641	2.334549937	2.853153651	2.507793333	0.0174247	-0.014524451	0.014425058	420	82	82	56	4.675285818	1	3.024390221	3.024390221	3	35.90057375	1.747352719	9.283232689	1.952381015	278596	0.435714304	46.91428757	21.64133263	2.973031258	48.23398209	299.2946167	307.3190613	46479	170.7323837	386.0650146	65.73197174	42.16728592
P96_task-rl_run-4_bold	0.004643175	0.021298076	0	24.46620053	1.080444776	0.940265262	0.387650947	24346.54297	0.180549972	105	24.88151659	2.592742782	2.352127034	2.878041312	2.54806	0.0227362	-0.013715353	0.015065181	422	82	82	56	4.60856428	1	3.024390221	3.024390221	3	33.7116218	1.725018382	9.140257835	1.945497751	278646	0.438388646	46.29028511	21.03815269	2.952137456	48.66238785	299.1040649	307.3104248	46486	168.6463318	387.3631744	66.68174744	35.59890747
P96_task-rest_bold	0.002499003	0.017508741	0	24.36354216	1.127858284	0.958212465	0.391557363	23114.16211	0.155598811	90	15.2027027	2.550920703	2.317726711	2.827108731	2.507926667	0.0205463	-0.014812798	0.015191108	592	82	82	56	4.729830078	1	3.024390221	3.024390221	3	32.11906621	1.830713391	9.715060234	2.013513565	278297	0.4375	49.44932556	22.60549545	3.286931448	46.89607239	305.1356812	311.1511841	46626	180.3163071	392.8188477	65.78414917	39.62653351
P05_task-rl_run-1_bold	0.002265986	0.00934139	1	26.92328815	1.324611997	1.024155464	0.404125897	22947.67969	0.137675838	57	13.5391924	2.370983265	2.156203242	2.612126552	2.34462	0.0263664	-0.015861284	0.02913671	421	82	82	56	5.203741807	1	3.024390221	3.024390221	3	54.86528865	2.222142696	10.90025234	2.543943167	271000	0.771971524	51.54156876	25.79854202	3.591256677	59.39919662	389.684967	395.3610535	52571	262.0213928	496.2197418	75.97557831	59.71473694
P05_task-rl_run-2_bold	0.001756896	0.009364434	0	27.950993	1.319367119	1.011359145	0.404625409	22683.45508	0.160609831	100	23.69668246	2.367058901	2.159079855	2.598970181	2.343126667	0.0426453	-0.016129514	0.028494494	422	82	82	56	5.167553387	1	3.024390221	3.024390221	3	52.53274574	2.234443188	11.05323124	2.559241772	271066	0.781990528	52.86256027	26.19578552	3.477301159	60.14022446	389.774231	395.5995483	52525	260.2445557	496.9038208	76.55378723	58.54390717
P05_task-rl_run-3_bold	0.003635924	0.012906948	0	29.1267666	1.291304023	1.029364127	0.403935407	22796.18555	0.177106418	133	31.51658768	2.388579242	2.176385823	2.615158569	2.374193333	0.0363356	-0.015964795	0.028890587	422	82	82	56	5.134279027	1	3.024390221	3.024390221	3	52.46674993	2.248496294	11.05919361	2.559241772	271286	0.755924225	52.82642555	25.99986267	3.32025281	60.73049927	389.9985046	395.473938	52353	258.624176	498.8421997	77.02545166	47.52045059
P05_task-rl_run-4_bold	0.002436983	0.017367984	1	27.54843401	1.190388595	0.971362512	0.404070613	22373.33203	0.181462934	115	27.31591449	2.422093086	2.202529936	2.644175988	2.419573333	0.026956	-0.015806435	0.02947318	421	82	82	56	5.087964056	1	3.024390221	3.024390221	3	53.32037979	2.274966955	11.03945255	2.572446585	271253	0.76009506	52.88598633	25.7724247	3.292490169	60.97509384	387.9863892	393.9346924	52430	255.4065453	497.2293671	77.4240799	41.12353134
P05_task-rest_bold	0.001647733	0.009467899	1	26.94659292	1.341482055	1.021473005	0.40318352	23719.44727	0.122326832	58	9.813874788	2.378539349	2.172728888	2.597865826	2.365023333	0.051007	-0.014996467	0.029017251	591	82	82	56	5.19198947	1	3.024390221	3.024390221	3	54.51619686	2.185019493	10.92965317	2.517766476	271240	0.76818949	53.28282375	25.78193092	3.432015273	61.31601715	392.5108032	398.2487183	52247	263.1516113	500.0847534	76.70372009	57.49480057
P30_task-rl_run-1_bold	0.008540047	0.016479768	0	27.76359551	1.335690009	1.020378424	0.360615336	37100.94531	0.170447315	67	15.87677725	2.533430174	2.264238243	2.84758228	2.48847	0.0200232	-0.019957773	0.018213525	422	82	82	56	5.661987122	1	3.024390221	3.024390221	3	56.51726429	1.433416486	6.95642662	1.654028535	284122	0.338862568	30.09952736	18.30796432	4.721167403	42.38591766	318.4935913	323.5035706	42242	223.0870934	396.4715881	57.13537216	48.25115204
P30_task-rl_run-2_bold	0.004604431	0.012174288	0	26.61309987	1.2985517	1.009422237	0.359889108	39007.13672	0.158050061	71	16.82464455	2.52375237	2.252642517	2.819827925	2.498786667	0.0315078	-0.019794814	0.017351395	422	82	82	56	5.689989063	1	3.024390221	3.024390221	3	58.42567242	1.426389694	6.954585075	1.620853186	284218	0.310426563	30.56398201	18.51750755	4.50205759	43.41004944	318.9303284	323.5331726	42103	226.1225235	397.1936066	56.85939407	53.1754303
P30_task-rl_run-3_bold	0.006737701	0.027804068	0	29.26919592	1.128487273	0.916186268	0.361552662	36616.33984	0.28670252	104	24.64454976	2.593181447	2.312853002	2.898948006	2.567743333	0.0155484	-0.020141428	0.0192957	422	82	82	56	5.645208625	1	3.024390221	3.024390221	3	58.73454276	1.468549252	7.172716618	1.677725196	284025	0.360189587	31.290522	18.96632957	4.788450917	42.53522873	320.9771729	326.2014465	42299	224.4692032	398.8035614	57.78308868	34.65554428
P30_task-rl_run-4_bold	0.005389384	0.039112682	0	31.46755723	1.105094552	0.911924434	0.362586487	34232.65234	0.373102742	129	30.56872038	2.644379073	2.367194534	2.948392684	2.61755	0.0107538	-0.019453822	0.017409701	422	82	82	56	5.61513587	1	3.024390221	3.024390221	3	54.58211682	1.647726297	7.257088661	1.767772555	283825	0.236966833	31.66540413	18.92067337	4.895906902	41.65687943	323.190979	328.6611633	42552	222.6816391	400.8660004	58.53060532	28.08470154
P30_task-rest_bold	0.003217264	0.032991912	0	28.92947944	1.152571249	0.914987003	0.362301481	36484.07031	0.268706136	165	27.87162162	2.621110694	2.328528889	2.915119861	2.619683333	0.0145479	-0.020191599	0.01896066	592	82	82	56	5.659622891	1	3.024390221	3.024390221	3	52.20205447	1.557734251	7.494072914	1.733108163	283998	0.336148649	33.39628468	19.76201439	4.870971865	42.51337433	327.3867798	332.189209	42288	228.1233994	406.3135269	58.69388962	31.34803581
