bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
P53_task-rl_run-2_bold	0.01111282	0.013737652	0	26.7254023	1.253216955	1.068054811	0.36614189	29095.64258	0.222070312	107	25.35545024	2.428088023	2.255912598	2.612341472	2.41601	0.0147354	-0.013758511	0.017744519	422	82	82	56	5.165257629	1	3.024390221	3.024390221	3	72.46545568	1.658266068	8.036410332	1.919431329	283581	0.535545051	32.2938385	20.90318871	5.068691014	45.02965546	332.4890137	336.8009644	42561	223.1279755	422.5853271	65.20429993	50.36875153
P53_task-rl_run-3_bold	0.016826682	0.036181797	0	37.52639086	1.079126852	0.993033674	0.365960016	29387.60156	0.528190397	207	49.0521327	2.496579887	2.30990034	2.686815988	2.493023333	0.0308343	-0.013276233	0.018202938	422	82	82	56	5.233402351	1	3.024390221	3.024390221	3	65.3057818	1.83041656	7.979858398	1.931279659	283917	0.445497632	32.66824722	20.08351707	4.820354313	44.87504959	332.0858765	336.3530884	42321	222.6066437	421.1161194	64.26968384	27.24114037
P53_task-rl_run-4_bold	0.015829882	0.038313061	0	37.13167742	1.104115953	0.98959068	0.364907473	28202.75	0.583744419	238	56.39810427	2.512798749	2.314602115	2.703854134	2.51994	0.024174	-0.012802734	0.014493126	422	82	82	56	5.252537463	1	3.024390221	3.024390221	3	61.8231697	1.784744143	8.093092918	2.009478807	284116	0.552132726	32.88211155	20.70166397	4.746568956	45.19832993	334.2433167	338.5332031	42171	222.879158	424.3305817	64.45059967	27.51785469
P53_task-rest_bold	0.007341824	0.025758141	0	28.64997444	1.015235236	0.895372691	0.362999354	32254.72852	0.317944394	188	31.75675676	2.501161518	2.320550421	2.665314133	2.51762	0.0189766	-0.01152044	0.017122751	592	82	82	56	5.218896626	1	3.024390221	3.024390221	3	68.365454	1.697980404	7.641820908	1.832770348	284006	0.451013535	30.33910513	20.48345375	4.570132579	46.31127548	334.9067078	338.7753601	42141	227.2094574	426.1672363	64.91244507	33.84362793
P50_task-rl_run-1_bold	0.00192019	0.010471245	0	23.23913443	1.14887973	1.014449399	0.355961062	20373.77734	0.173364202	147	34.83412322	2.579296205	2.355350825	2.879704458	2.502833333	0.00943155	-0.019329967	0.023377009	422	82	82	56	5.189316699	1	3.024390221	3.024390221	3	44.08077941	2.318761826	8.658906937	2.414691925	289771	0.424170643	37.56635284	18.66810226	4.382751469	43.59623337	339.1216125	349.3554688	38197	205.4208588	421.4388794	67.32117462	56.34706879
P50_task-rl_run-2_bold	0.00175545	0.00839478	0	23.27046172	1.157144518	1.014966051	0.356701824	19940.81055	0.166055977	126	29.85781991	2.582090883	2.36827905	2.874070264	2.503923333	0.0183762	-0.019608563	0.024346653	422	82	82	56	5.160091748	1	3.024390221	3.024390221	3	43.26245386	2.353894472	8.747257233	2.431279659	289678	0.412322283	38.1049778	18.84169769	4.328096349	44.12499237	337.6589661	347.9313049	38282	203.1863747	419.999437	67.4264679	60.92110062
P50_task-rl_run-3_bold	0.001790665	0.008493227	1	23.06632323	1.157723141	1.011190577	0.356551899	19818.04102	0.15621093	101	23.99049881	2.58090056	2.366123244	2.874295103	2.502283333	0.0232564	-0.019327566	0.023282841	421	82	82	56	5.147803022	1	3.024390221	3.024390221	3	43.32784733	2.352442503	8.751726151	2.439429998	289737	0.422802866	38.18289948	18.87596893	4.404771649	43.92516708	338.1803894	348.2138062	38249	202.0218628	420.3719849	67.64230347	60.97003174
P50_task-rl_run-4_bold	0.002967701	0.008592417	0	23.48578679	1.176094462	1.029628918	0.357863882	19365.44727	0.16844224	106	25.11848341	2.602562057	2.38858397	2.9017122	2.51739	0.0245668	-0.019677714	0.024645871	422	82	82	56	5.118180268	1	3.024390221	3.024390221	3	42.40814519	2.389027357	8.918255806	2.46682477	289599	0.428909957	39.10213509	19.099123	4.225258089	44.33579254	337.5924072	347.8922119	38368	199.6675423	420.2456268	67.97097015	59.18694305
P50_task-rest_bold	0.002251047	0.011526675	0	23.36870952	1.118690995	0.983371253	0.358582301	19259.10156	0.16891622	130	21.95945946	2.609618437	2.395110906	2.905951071	2.527793333	0.0197191	-0.020015338	0.024702618	592	82	82	56	5.135018102	1	3.024390221	3.024390221	3	40.99624489	2.376671791	9.024907112	2.474662304	289649	0.445945948	39.8570961	19.33608818	4.214293203	44.02853394	337.8063049	348.2213135	38318	199.8675728	419.8938431	67.81217957	52.77336884
P90_task-rl_run-1_bold	0.005562133	0.028180208	0	38.65503331	1.045310332	0.945262173	0.386729798	14285.19336	0.454804338	290	68.72037915	2.565663329	2.386633164	2.803153489	2.507203333	0.0120574	-0.02054783	0.022747453	422	82	82	56	4.805084806	1	3.024390221	3.024390221	3	50.74065193	2.269576073	7.819608688	1.96682477	283194	0.213270158	32.29858017	17.37369156	3.431869235	37.6728363	238.8530426	242.1256104	42998	146.2891083	309.6157654	50.38887024	28.80330658
P90_task-rl_run-2_bold	0.007838791	0.033967586	0	46.780222	1.078524202	0.979101421	0.388209184	13205.48242	0.7307447	350	82.93838863	2.582887917	2.409689051	2.803824699	2.53515	0.017528	-0.020985397	0.020641718	422	82	82	56	4.839427455	1	3.024390221	3.024390221	3	48.41428055	2.367947817	8.021370888	2.035545111	283361	0.22748816	33.49052429	17.7734108	3.495362177	37.17045593	238.4261169	241.7014313	42869	147.4838898	308.2891052	49.94363785	25.67782211
P90_task-rl_run-3_bold	0.009078744	0.038037132	0	50.79043786	1.066524744	0.985401128	0.388721247	12897.86426	0.930226535	374	88.62559242	2.594951358	2.419737357	2.825716715	2.5394	0.0192473	-0.020048682	0.019534798	422	82	82	56	4.827261198	1	3.024390221	3.024390221	3	45.53544711	2.357407808	7.921060562	2.04502368	283128	0.248815179	33.14455032	17.27402115	3.449359301	37.58678436	237.2278595	240.0758362	43048	147.0854355	307.0726532	49.7327652	23.66065979
P90_task-rl_run-4_bold	0.009056872	0.04584756	0	56.8764659	1.059445339	0.979813064	0.388606773	13520.32422	1.094835351	408	96.68246445	2.654080318	2.478271471	2.865146151	2.618823333	0.0202944	-0.019407133	0.016216172	422	82	82	56	4.844680478	1	3.024390221	3.024390221	3	44.39183944	2.452266216	8.161065102	2.109004736	282625	0.225118488	35.38625717	17.89689255	3.530017926	36.98776245	239.1170502	242.2286835	43392	146.5039108	308.8839111	49.99832153	21.17483521
P90_task-rest_bold	0.007376301	0.048654732	0	52.0211378	0.994604492	0.923041457	0.389015642	12092.79688	1.045563359	549	92.73648649	2.668947326	2.49498889	2.899143087	2.61271	0.0217982	-0.019327395	0.015604421	592	82	82	56	4.832085469	1	3.024390221	3.024390221	3	43.34545001	2.501891375	8.050082207	2.157094717	282961	0.241554067	34.59121704	17.65968132	3.575185475	36.59298706	238.0331726	241.8403778	43208	143.314447	306.9453659	50.04828262	20.87468338
P32_task-rl_run-1_bold	0.001036167	0.008405685	2	26.2531225	1.230216476	1.001695871	0.429320883	14120.15137	0.110220583	61	14.52380952	2.374689053	2.184103081	2.541500745	2.398463333	0.0166627	-0.021465365	0.035518657	420	82	82	56	5.070538202	1	3.024390221	3.024390221	3	27.67887352	3.205245018	15.04094219	3.321428776	269409	0.869047642	71.40952759	33.25751877	3.706788504	56.41125488	395.6779785	401.3690491	53978	255.9767914	507.1143188	79.15635681	59.25202179
P32_task-rl_run-2_bold	0.001217891	0.011021239	0	24.3949589	1.147128128	0.976334404	0.430067781	14132.96875	0.114598644	76	18.00947867	2.363463247	2.17761913	2.518147277	2.394623333	0.0203133	-0.022825561	0.036184061	422	82	82	56	5.085592924	1	3.024390221	3.024390221	3	26.88094975	3.260319948	15.44284916	3.348341465	269587	0.860189617	73.69692535	34.29667282	3.813650418	56.04024506	400.451355	405.7429199	53826	258.1084213	512.8785706	79.78207397	52.257164
P32_task-rl_run-3_bold	0.001239137	0.012246691	5	24.18347343	1.119516656	0.951139903	0.431404028	13502.1709	0.117400921	57	13.66906475	2.410798543	2.221247759	2.566454536	2.444693333	0.0172696	-0.023183139	0.040257111	417	82	82	56	4.978692439	1	3.024390221	3.024390221	3	25.74394217	3.345632315	15.65417576	3.388489246	269523	0.83453238	75.69041061	34.00139236	3.489850945	57.3664093	394.8921509	401.4508362	53919	246.5117569	507.4563751	80.63304138	49.38114166
P32_task-rl_run-4_bold	0.005861286	0.016730113	2	24.15040962	1.155004571	1.017559685	0.433270343	12860.34863	0.119653572	75	17.85714286	2.418228856	2.235042275	2.545164294	2.47448	0.0182024	-0.0263808	0.040149324	420	82	82	56	4.963568594	1	3.024390221	3.024390221	3	22.99091929	3.648260593	17.42835045	3.622619152	270216	0.878571451	85.42262268	38.25708771	3.524448199	58.89461899	412.3335876	417.4428711	53249	258.0881042	531.493335	84.10057068	41.45189285
P32_task-rest_bold	0.002104291	0.012733811	0	21.13586768	1.080540573	0.961994606	0.427121467	14032.25684	0.125722909	98	16.55405405	2.396886007	2.208848565	2.540429455	2.44138	0.0142561	-0.022032823	0.02549517	592	82	82	56	4.965402107	1	3.024390221	3.024390221	3	24.98792726	3.461075068	16.3687458	3.515202761	270538	0.837837875	79.7538868	37.74668884	3.331978882	60.92695236	416.6888428	421.3682556	53141	265.8648682	539.1841431	84.86005402	46.49718475
P10_task-rl_run-1_bold	0.007005592	0.021772182	0	24.03767424	1.011409752	0.899109605	0.386881211	17004.25781	0.14762133	46	10.90047393	2.472371303	2.264377114	2.713366795	2.43937	0.00758949	-0.009428042	0.02143506	422	82	82	56	4.423216123	1	3.024390221	3.024390221	3	40.61170449	2.385514021	10.0203619	2.604265451	280582	0.741706192	42.79822464	21.50097084	2.278186885	56.18256378	336.7575684	343.5687256	45176	184.2671852	447.6546402	77.67310333	33.25252151
P10_task-rl_run-2_bold	0.007723768	0.011304707	0	23.04737943	1.163944299	1.052807044	0.388627691	17209.19922	0.149852317	56	13.27014218	2.439154887	2.249547679	2.67521365	2.392703333	0.0162053	-0.009364855	0.022655545	422	82	82	56	4.423770825	1	3.024390221	3.024390221	3	40.596886	2.367947817	10.09976292	2.54739356	280195	0.703791499	43.72748947	21.86304665	2.238706344	56.4337616	335.8676758	342.5201416	45480	184.4688522	447.0046509	77.4263382	44.20915222
P10_task-rl_run-3_bold	0.016875261	0.017639044	0	23.29505507	1.12643296	1.092876406	0.390712075	16191.86523	0.176231863	55	13.03317536	2.451105765	2.256289533	2.684547763	2.41248	0.0107889	-0.01046531	0.02350132	422	82	82	56	4.473239535	1	3.024390221	3.024390221	3	38.20944293	2.424160242	10.4353981	2.649289131	280352	0.765402853	45.649053	22.30686951	2.287061287	56.09297562	336.5662842	343.1042786	45355	186.5194351	445.9815369	76.70067596	34.9121666
P10_task-rl_run-4_bold	0.003274157	0.009723332	1	22.01317397	1.155178743	1.024317046	0.392247675	14960.62988	0.124931183	45	10.6888361	2.440053212	2.266060098	2.666699537	2.3874	0.0185637	-0.010991255	0.021733215	421	82	82	56	4.389712944	1	3.024390221	3.024390221	3	36.31824745	2.672910213	10.80213356	2.771971703	279948	0.691211402	48.89275589	23.18377495	2.226922561	56.39698029	336.5784302	343.3242493	45586	184.2339706	449.4257813	78.2102356	47.71520996
P10_task-rest_bold	0.001741909	0.013273079	0	21.59501119	1.082603633	0.961916833	0.39407891	14501.2002	0.123901996	58	9.797297297	2.461322378	2.285882276	2.686954859	2.41113	0.0190378	-0.011204195	0.021895126	592	82	82	56	4.363694486	1	3.024390221	3.024390221	3	34.73369678	2.68721652	11.05691147	2.800675631	279912	0.728040576	50.31664028	23.73214531	2.196189748	56.40523529	336.0456238	343.1553955	45726	180.158783	448.6136169	78.63787079	40.92233276
P48_task-rl_run-1_bold	0.004371445	0.019884056	0	36.43790551	1.072831196	0.936386083	0.413106055	13458.11426	0.422979889	332	78.67298578	2.544958113	2.382189293	2.729161715	2.523523333	0.0229543	-0.004203815	0.018581634	422	82	82	56	4.588555087	1	3.024390221	3.024390221	3	28.4093601	2.476859331	11.32580376	2.381516695	276109	0.44312799	52.2502388	25.96882248	2.408986987	49.14368439	281.1400146	283.5213318	48413	170.1279694	373.2943298	61.78816605	30.90090179
P48_task-rl_run-2_bold	0.012337393	0.030262877	0	44.17423513	1.02355425	0.937461181	0.411840587	13254.51563	0.805219101	352	83.41232227	2.59840651	2.430675099	2.787867763	2.576676667	0.0438056	-0.001179397	0.014634716	422	82	82	56	4.613370716	1	3.024390221	3.024390221	3	27.83922635	2.526045322	11.23784065	2.426540375	276205	0.464455009	53.16303558	26.03367043	2.507491722	48.20917511	281.1868286	284.0296326	48464	169.621328	372.0062912	61.56598282	22.65651512
P48_task-rl_run-3_bold	0.011253791	0.028714074	0	43.07471688	1.04009248	0.949249727	0.411581395	13750.0166	0.602989214	344	81.51658768	2.572233373	2.407959777	2.763360344	2.54538	0.0444035	0.00089591	0.016365604	422	82	82	56	4.651404652	1	3.024390221	3.024390221	3	28.1752717	2.424160004	11.01368999	2.343601942	276401	0.445497632	51.80805969	25.50519562	2.435008992	48.44455338	281.2557373	283.3104248	48313	171.6800995	371.8834229	60.90794373	23.92782021
P48_task-rl_run-4_bold	0.008121659	0.022413618	0	40.56957543	1.087312925	0.985716571	0.413596767	12901.66211	0.571657837	340	80.56872038	2.574370246	2.40611147	2.770872602	2.546126667	0.0436839	-0.000174396	0.017072517	422	82	82	56	4.608671359	1	3.024390221	3.024390221	3	25.9529313	2.599823952	11.64061642	2.476303339	275993	0.417061627	56.0924202	26.64796257	2.393560091	48.38835907	280.1402283	282.535553	48623	169.8507126	371.7810638	61.30457687	27.67511368
P48_task-rest_bold	0.019579206	0.059586172	0	70.18119626	1.040362177	0.99400973	0.416077036	11957.33301	1.621225861	521	88.00675676	2.718892496	2.541414778	2.934449377	2.680813333	0.0508659	0.000248833	0.017583251	592	82	82	56	4.616997653	1	3.024390221	3.024390221	3	27.36035977	2.729791403	11.39834213	2.557432413	275687	0.439189196	52.7702713	25.30399704	2.460903542	47.91156387	277.3474426	280.8581238	48893	164.2135193	366.1304077	60.83071136	14.58999062
P92_task-rl_run-1_bold	0.004761896	0.019134027	0	28.5441928	1.036105606	0.954635923	0.42506426	10643.50586	0.306314158	262	62.08530806	2.625180229	2.34871147	2.951689216	2.57514	0.0244593	-0.020540215	0.014566272	422	82	82	56	5.123334434	1	3.024390221	3.024390221	3	19.71847615	3.214647055	13.02117538	2.824644566	274171	0.360189587	62.02843857	28.22424698	4.034158236	38.28066635	293.36203	300.1777344	50100	175.8570038	370.1875809	58.58972168	38.07820129
P92_task-rl_run-2_bold	0.014438744	0.023570002	0	34.71550047	1.115695536	1.05587748	0.423845523	10817.85938	0.505853788	281	66.58767773	2.647893401	2.356544454	2.977945749	2.60919	0.0377176	-0.019916896	0.014806523	422	82	82	56	5.127248469	1	3.024390221	3.024390221	3	19.92297815	3.084656	12.72097588	2.786730051	274162	0.390995264	59.64680443	27.41157722	3.848680958	38.6003685	292.6349487	299.097168	50078	176.4065262	370.1995331	58.33424759	31.53894997
P92_task-rl_run-3_bold	0.024535616	0.031276786	0	40.98247262	1.161797305	1.123390365	0.426221607	10235.36621	0.659054462	262	62.08530806	2.676531743	2.382675341	3.009006555	2.637913333	0.0531268	-0.021391613	0.016572172	422	82	82	56	5.050198573	1	3.024390221	3.024390221	3	19.54669242	3.154921532	13.00339508	2.867298603	273881	0.417061627	61.30805969	27.54457474	3.773780863	38.28595734	291.6256409	298.5936279	50296	171.4413567	369.4010925	59.12453842	25.60183144
P92_task-rl_run-4_bold	0.014552559	0.022021198	0	34.91753809	1.129108172	1.052321957	0.427756309	9946.639648	0.456823832	260	61.61137441	2.630822926	2.352024534	2.96255091	2.577893333	0.0340219	-0.021300215	0.016125714	422	82	82	56	5.044001184	1	3.024390221	3.024390221	3	19.09000463	3.253293514	13.41817188	2.917061806	274120	0.409952611	64.38874474	28.4046402	3.875276611	38.57749939	291.6311646	298.5260925	50172	171.9224014	369.2059387	59.18379211	32.22193909
P92_task-rest_bold	0.003001605	0.02082907	0	25.64988394	1.051202746	0.954261383	0.429343691	9722.0625	0.222530436	260	43.91891892	2.699596349	2.414738002	3.028544378	2.655506667	0.0429153	-0.021657873	0.018560369	592	82	82	56	4.875565971	1	3.024390221	3.024390221	3	19.61494574	3.33084631	13.39014339	2.925675631	273277	0.385135144	63.19358292	27.97401428	3.623300374	38.86197662	290.0218201	297.8234863	50850	162.2877563	369.1471405	61.08430481	35.37980652
P54_task-rl_run-1_bold	0.001538626	0.008552207	0	23.54368069	1.213866661	1.007695579	0.424369919	15055.15527	0.119546318	38	9.004739336	2.699431233	2.509276068	2.902274297	2.686743333	0.0160859	-0.01386729	0.015669275	422	82	82	56	4.255775584	1	3.024390221	3.024390221	3	20.01992435	2.638470173	15.91231918	2.63744092	274381	0.55687207	88.87915039	37.24669647	2.488564371	55.58002853	321.5202637	332.7654114	49616	155.6321144	424.1238403	78.19069672	55.98409653
P54_task-rl_run-2_bold	0.001768389	0.00767233	0	22.68963588	1.202356401	1.008916938	0.42363204	15396.04688	0.120542459	28	6.63507109	2.69022668	2.500814858	2.893965184	2.6759	0.0202214	-0.013774883	0.014138623	422	82	82	56	4.284831281	1	3.024390221	3.024390221	3	20.75080878	2.582257509	15.83112431	2.62559247	274500	0.604265451	89.47867584	36.93238449	2.580437753	54.47511292	321.5898743	333.6895752	49506	156.07761	422.332962	77.87615967	59.27272415
P54_task-rl_run-3_bold	0.002715592	0.00920922	0	23.70549284	1.205436914	1.007857847	0.424964444	14875.83887	0.123741135	48	11.37440758	2.716994987	2.523659132	2.920125829	2.7072	0.0468121	-0.01398521	0.014196709	422	82	82	56	4.210262611	1	3.024390221	3.024390221	3	20.36092174	2.634956598	16.0852356	2.668246508	274320	0.616113782	90.68768387	37.39647675	2.454912879	55.10924911	320.8303223	333.4147034	49697	150.0426666	423.0080627	79.19015503	50.4457016
P54_task-rl_run-4_bold	0.002563682	0.016203249	1	23.63547119	1.093603681	0.941600417	0.423683171	14733.91309	0.137682911	60	14.25178147	2.786567774	2.568775665	2.986730991	2.804196667	0.0118462	-0.012418397	0.018201526	421	82	82	56	4.203404618	1	3.024390221	3.024390221	3	21.49703311	2.764472008	16.03653717	2.717339754	274314	0.584323049	88.81009598	37.14380646	2.332587915	56.27549744	321.6572266	334.0047607	49761	149.4156799	424.2304077	79.45973206	37.33422089
P54_task-rest_bold	0.003690997	0.011870975	0	23.78111394	1.174694651	1.011678891	0.420867941	16633.05859	0.146438967	88	14.86486486	2.719822138	2.51693381	2.918472603	2.72406	0.0365733	-0.010863619	0.014846607	592	82	82	56	4.255180261	1	3.024390221	3.024390221	3	21.82293429	2.464325666	15.32888985	2.533783913	274701	0.591216207	83.11486816	36.1220932	2.48640901	56.05089569	324.6224365	335.9974976	49360	157.0266991	427.9986588	78.96118927	43.33861542
P27_task-rl_run-1_bold	0.000754076	0.00649474	0	19.49084727	1.179373227	1.001669108	0.368045206	29778.26172	0.136195982	71	16.82464455	2.447637755	2.251700179	2.699473085	2.39174	0.0464129	-0.009233108	0.009594405	422	82	82	56	5.066509238	1	3.024390221	3.024390221	3	57.85490523	1.623133302	7.835242271	1.985782027	281181	0.587677717	34.96445465	19.88485527	4.283883525	47.11476898	339.6706238	348.1433716	44308	208.4266678	428.1032089	68.71386719	74.63735962
P27_task-rl_run-2_bold	0.000901116	0.006306727	1	19.43812753	1.170728574	1.003231294	0.36817443	30064.85547	0.141304335	75	17.81472684	2.442988758	2.254130421	2.689702521	2.385133333	0.034038	-0.009073775	0.008907288	421	82	82	56	5.146234082	1	3.024390221	3.024390221	3	56.87439083	1.60585916	7.945593834	1.983373046	281233	0.600950122	35.53634262	20.35522842	4.262758584	47.42214203	341.8597412	349.7696228	44189	214.8356415	430.2023926	67.96536255	76.19200134
P27_task-rl_run-3_bold	0.00350064	0.008416224	0	20.43274035	1.179854441	1.021215604	0.368310813	29759.58594	0.155602508	62	14.69194313	2.451638696	2.26280655	2.695399537	2.39671	0.0308657	-0.009517427	0.008797102	422	82	82	56	5.114767646	1	3.024390221	3.024390221	3	59.28915205	1.626646399	8.023777962	2	281319	0.60189575	35.88151932	20.62856102	4.329325736	47.44152832	342.1660156	350.3720703	44130	214.350602	430.6126984	68.50127411	65.27819061
P27_task-rl_run-4_bold	0.002588436	0.010072552	0	20.46763965	1.164717574	1.013178801	0.368401115	29722.25586	0.168278253	106	25.11848341	2.469124394	2.281048243	2.70129494	2.42503	0.0280175	-0.010261133	0.008368269	422	82	82	56	5.083169604	1	3.024390221	3.024390221	3	63.43800614	1.700425267	8.295062065	2.023696661	281767	0.594786763	37.14147072	21.43758965	4.502889629	46.72305679	344.8843384	353.5663757	43863	212.174411	433.1699127	69.55548859	60.88886642
P27_task-rest_bold	0.005664932	0.019609756	0	21.82059595	1.05193477	0.946561209	0.36858643	28124.26172	0.213964943	159	26.85810811	2.517685846	2.313848244	2.754469295	2.48474	0.0255182	-0.010385234	0.008356736	592	82	82	56	4.983987394	1	3.024390221	3.024390221	3	54.97968023	1.803164721	8.348105431	2.087837934	281929	0.608108103	37.70202942	21.03267288	4.382476308	46.93989563	343.8724365	353.3741455	43820	206.5791428	433.199678	70.9010849	42.52946091
P38_task-rl_run-1_bold	0.008086682	0.01707266	0	26.11324923	1.140824171	0.970259725	0.371907246	21754.48242	0.177810721	135	31.99052133	2.508931053	2.33563776	2.767658731	2.423496667	0.0212364	-0.017739015	0.018284284	422	82	82	56	5.211400742	1	3.024390221	3.024390221	3	64.71200849	1.714478374	6.707326412	1.594786763	285160	0.184834123	26.90533276	16.79142189	4.692449119	30.90629387	237.6011047	241.3056946	41119	154.029158	300.7241699	46.30286026	48.45175552
P38_task-rl_run-2_bold	0.005289431	0.036092032	0	29.70626046	0.993317535	0.874929882	0.369648889	21523.80859	0.2619409	217	51.42180095	2.590973203	2.382698486	2.863714458	2.526506667	0.0208207	-0.016391691	0.017824296	422	82	82	56	5.286264291	1	3.024390221	3.024390221	3	62.9453497	1.784744024	6.630013943	1.672985792	285395	0.210900486	26.4279623	16.40400314	4.169729789	32.05862808	239.2680511	242.3483429	40965	156.2099579	302.4303528	45.84435654	28.70933151
P38_task-rl_run-3_bold	0.008907417	0.04340904	0	33.23376197	0.942148617	0.844018934	0.366121438	24284.59961	0.387163047	203	48.1042654	2.621004171	2.404712841	2.907763006	2.550536667	0.0355033	-0.013325059	0.023823868	422	82	82	56	5.254470439	1	3.024390221	3.024390221	3	66.18747868	1.612593651	6.040748119	1.533175468	285233	0.184834123	24.05924225	15.09060478	4.010601768	34.10335922	239.9095001	242.9241791	41069	158.1649384	304.2322449	46.23134232	24.75336266
P38_task-rl_run-4_bold	0.003534645	0.022606885	0	31.45873176	1.18205025	0.96089547	0.361480488	30920.57617	0.248134389	182	43.12796209	2.567573535	2.365617357	2.837623248	2.49948	0.0282841	-0.011813666	0.026934979	422	82	82	56	5.192745269	1	3.024390221	3.024390221	3	70.26993714	1.412336826	5.666346073	1.35308063	285583	0.149289101	22.88388634	14.88755989	3.888059577	35.42789459	241.461853	244.649292	40853	160.6658844	307.4876831	47.11309433	36.11882019
P38_task-rest_bold	0.007562128	0.02408593	0	27.60665721	1.055770151	0.939832249	0.360246071	33193.79688	0.241541744	168	28.37837838	2.581133974	2.378340583	2.851388006	2.513673333	0.0312686	-0.010504819	0.028703762	592	82	82	56	5.203533878	1	3.024390221	3.024390221	3	77.85395893	1.357382417	5.484367847	1.305743217	285527	0.140202701	22.15371704	14.71168232	3.836234625	35.5674324	242.1722107	245.3429108	41031	160.9256821	308.3564148	47.14871216	35.83018875
P59_task-rl_run-1_bold	0.000613436	0.01217857	0	24.54303528	1.221434212	0.997709919	0.380292043	16858.5918	0.095207955	3	0.710900474	2.586730282	2.377418083	2.855722764	2.52705	0.0153452	-0.025098389	0.020031167	422	82	82	56	4.958073898	1	3.024390221	3.024390221	3	46.83128417	2.452266216	10.16680431	2.431279659	284982	0.521327019	42.73921947	22.58414841	4.085587883	42.07497025	311.2156372	319.7132874	41604	183.1680115	392.6959763	64.48258972	59.70205307
P59_task-rl_run-2_bold	0.000605833	0.01088755	2	24.46799669	1.225648739	0.998801536	0.380967727	16618.43945	0.092907377	0	0	2.559399467	2.352120421	2.825151312	2.500926667	0.0177109	-0.02521782	0.020775499	420	82	82	56	5.042609967	1	3.024390221	3.024390221	3	47.30503722	2.449823618	10.27818203	2.450000048	285163	0.533333361	43.11881104	22.72467041	4.076785872	41.80055618	311.4337158	319.4857178	41428	187.1210777	392.0230011	63.35644913	64.20227051
P59_task-rl_run-3_bold	0.000722322	0.011103295	0	23.64575153	1.214854556	1.012174506	0.380456408	16365.45117	0.097300656	2	0.473933649	2.561139377	2.353747196	2.829707602	2.499963333	0.0190447	-0.024977094	0.019544804	422	82	82	56	5.051978228	1	3.024390221	3.024390221	3	48.45705574	2.476859331	10.28838444	2.476303339	285289	0.540284395	43.09004974	22.84062576	4.140713877	41.96255493	312.2854309	320.3092651	41338	188.8449173	393.0718155	63.40197372	64.36511993
P59_task-rl_run-4_bold	0.001624368	0.012058822	3	23.81607666	1.224010338	1.026710373	0.381416108	15964.80273	0.101670977	10	2.386634845	2.570515865	2.357810825	2.844570103	2.509166667	0.0341801	-0.025066679	0.02078552	419	82	82	56	5.084818164	1	3.024390221	3.024390221	3	49.03538346	2.512285709	10.30792141	2.501193523	285072	0.551312685	43.3007164	22.63457108	4.058426529	41.99052048	311.3825684	319.3389282	41414	188.9612236	391.8719681	62.80167007	60.447052
P59_task-rest_bold	0.000510203	0.012307507	1	23.52055693	1.20362931	0.999620039	0.383363676	15601.00195	0.090821561	10	1.692047377	2.5880972	2.379104373	2.858453893	2.526733333	0.0285793	-0.025854155	0.02252285	591	82	82	56	4.997043872	1	3.024390221	3.024390221	3	47.72168055	2.54626298	10.53975105	2.524534702	284916	0.55160743	44.4758873	22.94491196	3.993555579	42.26796341	310.6619263	318.9779968	41649	184.6514282	391.6277527	63.83257294	58.60057068
P24_task-rl_run-1_bold	0.000943729	0.008346647	1	28.01328392	1.391030365	0.989381428	0.376824772	28031.35156	0.123054899	10	2.375296912	2.361347673	2.245672517	2.508320503	2.33005	0.0207405	-0.008161153	0.018148046	421	82	82	56	5.164005572	1	3.024390221	3.024390221	3	61.36157089	1.676291347	8.603447914	1.881235242	282276	0.47030881	36.74703312	22.26956177	3.771778617	46.79879761	320.700592	324.3301697	43655	211.5220963	409.4085693	62.80521011	66.13938904
P24_task-rl_run-2_bold	0.001052085	0.007884637	0	28.02901661	1.411317764	1.001905169	0.377083314	27680.16992	0.124123221	16	3.791469194	2.353952449	2.245034372	2.492436309	2.324386667	0.0211826	-0.008491385	0.01853651	422	82	82	56	5.232467127	1	3.024390221	3.024390221	3	59.93712562	1.68637228	8.762295723	1.895734668	282513	0.478673011	37.62037964	22.6249733	3.765285656	47.12533188	321.9343262	325.0509644	43402	217.1135117	410.9214584	62.12121582	67.84055328
P24_task-rl_run-3_bold	0.000985677	0.008210392	1	27.90689209	1.400634034	0.991971395	0.377394041	27809.87305	0.114907978	8	1.90023753	2.368524251	2.260287034	2.508909052	2.336376667	0.0309035	-0.008642973	0.019397601	421	82	82	56	5.12012391	1	3.024390221	3.024390221	3	59.91667592	1.697421193	8.868009567	1.897862315	282551	0.47030881	38.32066727	22.8285408	3.833499178	47.40101624	322.1044617	325.6971741	43482	212.4452522	412.3296951	63.61045837	66.35513306
