ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	Target	Nontarget	FontStyle	RunTrialNumber[Session]	TrialsPerRun[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	ConsecNonResp[Session]	StimuliDir	ACC_2_Back_Body	Avg_RT_For_Correct_Trials_2_Back_Body	ACC_0_Back_Body	Avg_RT_For_Correct_Trials_0_Back_Body	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Place	Avg_RT_For_Correct_Trials_2_Back_Place	ACC_0_Back_Place	Avg_RT_For_Correct_Trials_0_Back_Place	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	SessionSelectionList	Procedure[Block]	Stimulus[Block]	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Cue2Back.OnsetToOnsetTime	Run1Block1	TargetType	CorrectResponse	StimType	BlockType	RunTrialNumber[Block]	TrialsPerRun[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ConsecNonResp[Block]	ControlAcc	ConsecSameResp	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.OnsetToOnsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	CueTarget.OnsetToOnsetTime	Run1Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	Fix15sec.OnsetToOnsetTime	Run1Block3	Run1Block4	Run1Block5	Run1Block6	Run1Block7	Run1Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	Trial
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	105	27350	-999999	0	36	69853	-999999	0																																																	1	InitialTR	4	1	ReadyList	1	1	13	80995	-14	82981	0	1
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	105	27350	-999999	0	36	69853	-999999	0																																																	1	InitialTR	3	2	ReadyList	1	2	12	82994	-13	84981	0	2
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	105	27350	-999999	0	36	69853	-999999	0																																																	1	InitialTR	2	3	ReadyList	1	3	11	84993	-12	86981	0	3
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	105	27350	-999999	0	36	69853	-999999	0																																																	1	InitialTR	1	4	ReadyList	1	4	10	86992	-11	88981	0	4
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	2	Cue2BackPROC	""	1	2	2	SessionSelectionList									9	88991	-10	0																																													2												
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	3	TrialsPROC	BP_002_BP10_BA.png	1	2	3	SessionSelectionList													1	nonlure	3	Body	2-Back	2	80	1	0	0	0	1	52	93616	3	14	82	91564	-1	92090	1	526	3	3	2052	66	93630	-67	0																3												
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	4	SessionSelectionList													2	nonlure	3	Body	2-Back	3	80	2	0	0	0	2	39	96175	2	14	72	94136	-1	94901	1	765	3	3	2039	53	96189	-54	0																4												
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	3	TrialsPROC	BP_006_BP2_BA.png	1	2	5	SessionSelectionList													3	nonlure	3	Body	2-Back	4	80	3	0	0	0	1	39	98734	2	14	59	96695	-1	98108	0	1413	2	3	2039	53	98748	-54	0																5												
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	6	SessionSelectionList													4	target	2	Body	2-Back	5	80	4	0	0	0	1	39	101306	2	14	72	99267	-1	100504	0	1237	3	2	2039	53	101320	-54	0																6												
WM080112	149337_fnca	1	1	1	779248500	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.6	795.333333333333	0.9	802	1	655.2	1	693.4	1	780.6	1	553.7	0.7	801.285714285714	1	542.4	13	374410	2	374398	26	39	374436	-999999	374413	0	3	TrialsPROC	BP_005_BP19_BA.png	1	2	7	SessionSelectionList													5	nonlure	3	Body	2-Back	6	80	5	0	0	0	2	39	103879	1	13	73	101840	-1	102839	1	999	3	3	2039	52	103892	-53	0																7												
