ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	Target	Nontarget	FontStyle	RunTrialNumber[Session]	TrialsPerRun[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	ConsecNonResp[Session]	StimuliDir	ACC_2_Back_Body	Avg_RT_For_Correct_Trials_2_Back_Body	ACC_0_Back_Body	Avg_RT_For_Correct_Trials_0_Back_Body	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Place	Avg_RT_For_Correct_Trials_2_Back_Place	ACC_0_Back_Place	Avg_RT_For_Correct_Trials_0_Back_Place	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	SessionSelectionList	Procedure[Block]	Stimulus[Block]	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Cue2Back.OnsetToOnsetTime	Run1Block1	TargetType	CorrectResponse	StimType	BlockType	RunTrialNumber[Block]	TrialsPerRun[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ConsecNonResp[Block]	ControlAcc	ConsecSameResp	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.OnsetToOnsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	CueTarget.OnsetToOnsetTime	Run1Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	Fix15sec.OnsetToOnsetTime	Run1Block3	Run1Block4	Run1Block5	Run1Block6	Run1Block7	Run1Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	Trial
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	120	18534	-999999	0	34	235419	-999999	0																																																	1	InitialTR	4	1	ReadyList	1	1	19	248173	-20	250153	0	1
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	120	18534	-999999	0	34	235419	-999999	0																																																	1	InitialTR	3	2	ReadyList	1	2	18	250172	-19	252153	0	2
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	120	18534	-999999	0	34	235419	-999999	0																																																	1	InitialTR	2	3	ReadyList	1	3	4	252158	-5	254153	0	3
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	120	18534	-999999	0	34	235419	-999999	0																																																	1	InitialTR	1	4	ReadyList	1	4	3	254157	-4	256153	0	4
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	2	Cue2BackPROC	""	1	2	2	SessionSelectionList									16	256170	-17	0																																													2												
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	3	TrialsPROC	BP_002_BP10_BA.png	1	2	3	SessionSelectionList													1	nonlure	3	Body	2-Back	2	80	1	0	0	0	1	52	260781	3	14	75	258729	-1	259609	1	880	3	3	2052	66	260795	-67	0																3												
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	4	SessionSelectionList													2	nonlure	3	Body	2-Back	3	80	2	0	0	0	2	39	263327	2	14	59	261288	-1	262399	1	1111	3	3	2039	53	263341	-54	0																4												
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	3	TrialsPROC	BP_006_BP2_BA.png	1	2	5	SessionSelectionList													3	nonlure	3	Body	2-Back	4	80	3	0	0	0	1	39	265886	1	14	59	263847	-1	264857	0	1010	2	3	2039	53	265900	-54	0																5												
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	6	SessionSelectionList													4	target	2	Body	2-Back	5	80	4	0	0	0	1	39	268458	2	14	72	266419	-1	267920	0	1501	3	2	2039	53	268472	-54	0																6												
WM080112	120111_fnca	1	1	1	-657985087	1	75.032	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.7	1338.71428571429	1	687.7	0.8	859	1	721.6	0.7	1008.42857142857	1	588.8	0.8	777.25	0.8	886.75	13	541600	2	541588	27	40	541627	-999999	541603	0	3	TrialsPROC	BP_005_BP19_BA.png	1	2	7	SessionSelectionList													5	nonlure	3	Body	2-Back	6	80	5	0	0	0	2	39	271030	2	14	72	268991	-1	270691	1	1700	3	3	2039	53	271044	-54	0																7												
