P1
tDCS_AI_wEffector
02/11/2013	11:33:13

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Movement_Onset
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	Finger	Congruence	Repeated	Correct
Main Group	P1	AI_Practice	AI_Practice, 1	AI_First_Stage_practice (1, i2basecon.bmp)				(based on code value)	NR	0		1	1	1	
Main Group	P1	AI_Practice	AI_Practice, 1	AI_Second_Stage_practice (1, i3basecon.bmp)				(based on code value)	NR	0		1	1	1	
Main Group	P1	AI_Practice	AI_Practice, 1	AI_Final_Stage_practice (1, i4basecon.bmp)				(based on code value)	NR	0		1	1	1	
Main Group	P1	AI_Practice	AI_Practice, 1	AI_Blue_practice (1, i5base.bmp)	index	v	Released	(based on code value)	C	914		1	0	1	
Main Group	P1	AI_Practice	AI_Practice, 1	AI_Blue_practice (1, i5base.bmp)		v	Pressed	(based on code value)	E	1514		1	0	1	
Main Group	P1	AI_Practice	AI_Practice, 8	AI_First_Stage_practice (8, m2inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Practice	AI_Practice, 8	AI_Second_Stage_practice (8, m3inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Practice	AI_Practice, 8	AI_Final_Stage_practice (8, m4inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Practice	AI_Practice, 8	AI_Blue_practice (8, m5con.bmp)	middle	b	Released	(based on code value)	C	762		2	3	1	
Main Group	P1	AI_Practice	AI_Practice, 8	AI_Blue_practice (8, m5con.bmp)		b	Pressed	(based on code value)	E	1034		2	3	1	
Main Group	P1	AI_Practice	AI_Practice, 4	AI_First_Stage_practice (4, m2baseinc.bmp)				(based on code value)	NR	0		2	2	1	
Main Group	P1	AI_Practice	AI_Practice, 4	AI_Second_Stage_practice (4, m3baseinc.bmp)				(based on code value)	NR	0		2	2	1	
Main Group	P1	AI_Practice	AI_Practice, 4	AI_Final_Stage_practice (4, m4baseinc.bmp)				(based on code value)	NR	0		2	2	1	
Main Group	P1	AI_Practice	AI_Practice, 4	AI_Blue_practice (4, m5basecon.bmp)	middle	b	Released	(based on code value)	C	624		2	1	1	
Main Group	P1	AI_Practice	AI_Practice, 4	AI_Blue_practice (4, m5basecon.bmp)		b	Pressed	(based on code value)	E	848		2	1	1	
Main Group	P1	AI_Practice	AI_Practice, 6	AI_First_Stage_practice (6, m2con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P1	AI_Practice	AI_Practice, 6	AI_Second_Stage_practice (6, m3con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P1	AI_Practice	AI_Practice, 6	AI_Final_Stage_practice (6, m4con.bmp)	middle	b	Released	(based on code value)	C	570		2	3	1	
Main Group	P1	AI_Practice	AI_Practice, 6	AI_Blue_practice (6, m5baseinc.bmp)		b	Pressed	(based on code value)	E	778		2	2	1	
Main Group	P1	AI_Practice	AI_Practice, 7	AI_First_Stage_practice (7, i2inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P1	AI_Practice	AI_Practice, 7	AI_Second_Stage_practice (7, i3inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P1	AI_Practice	AI_Practice, 7	AI_Final_Stage_practice (7, i4inc.bmp)	index	v	Released	(based on code value)	C	465		1	4	1	
Main Group	P1	AI_Practice	AI_Practice, 7	AI_Blue_practice (7, i5con.bmp)		v	Pressed	(based on code value)	E	657		1	3	1	
Main Group	P1	AI_Practice	AI_Practice, 9	AI_First_Stage_practice (9, i2base.bmp)				(based on code value)	NR	0		1	0	1	
Main Group	P1	AI_Practice	AI_Practice, 9	AI_Second_Stage_practice (9, i3base.bmp)				(based on code value)	NR	0		1	0	1	
Main Group	P1	AI_Practice	AI_Practice, 9	AI_Final_Stage_practice (9, i4base.bmp)				(based on code value)	NR	0		1	0	1	
Main Group	P1	AI_Practice	AI_Practice, 9	AI_Blue_practice (9, i5inc.bmp)	index	v	Released	(based on code value)	C	578		1	4	1	
Main Group	P1	AI_Practice	AI_Practice, 9	AI_Blue_practice (9, i5inc.bmp)		v	Pressed	(based on code value)	E	826		1	4	1	
Main Group	P1	AI_Practice	AI_Practice, 10	AI_First_Stage_practice (10, m2base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P1	AI_Practice	AI_Practice, 10	AI_Second_Stage_practice (10, m3base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P1	AI_Practice	AI_Practice, 10	AI_Final_Stage_practice (10, m4base.bmp)	middle	b	Released	(based on code value)	C	530		2	0	1	
Main Group	P1	AI_Practice	AI_Practice, 10	AI_Blue_practice (10, m5inc.bmp)		b	Pressed	(based on code value)	E	810		2	4	1	
Main Group	P1	AI_Practice	AI_Practice, 2	AI_First_Stage_practice (2, m2basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P1	AI_Practice	AI_Practice, 2	AI_Second_Stage_practice (2, m3basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P1	AI_Practice	AI_Practice, 2	AI_Final_Stage_practice (2, m4basecon.bmp)	middle	b	Released	(based on code value)	C	530		2	1	1	
Main Group	P1	AI_Practice	AI_Practice, 2	AI_Blue_practice (2, m5base.bmp)		b	Pressed	(based on code value)	E	722		2	0	1	
Main Group	P1	AI_Practice	AI_Practice, 3	AI_First_Stage_practice (3, i2baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P1	AI_Practice	AI_Practice, 3	AI_Second_Stage_practice (3, i3baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P1	AI_Practice	AI_Practice, 3	AI_Final_Stage_practice (3, i4baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P1	AI_Practice	AI_Practice, 3	AI_Blue_practice (3, i5basecon.bmp)	index	v	Released	(based on code value)	C	681		1	1	1	
Main Group	P1	AI_Practice	AI_Practice, 3	AI_Blue_practice (3, i5basecon.bmp)		v	Pressed	(based on code value)	E	873		1	1	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_First_Stage_practice (5, i2con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_Second_Stage_practice (5, i3con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_Final_Stage_practice (5, i4con.bmp)	middle	b	Released	(based on code value)	E	410		1	3	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_Final_Stage_practice (5, i4con.bmp)		b	Pressed	(based on code value)	E	514		1	3	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_Blue_practice (5, i5baseinc.bmp)	index	v	Released	(based on code value)	C	778		1	2	1	
Main Group	P1	AI_Practice	AI_Practice, 5	AI_Blue_practice (5, i5baseinc.bmp)		v	Pressed	(based on code value)	E	1042		1	2	1	
Main Group	P1	AI_Block	AI_Trial, 8	AI_First_Stage (8, m2inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Block	AI_Trial, 8	AI_Second_Stage (8, m3inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Block	AI_Trial, 8	AI_Final_Stage (8, m4inc.bmp)				(based on code value)	NR	0		2	4	1	
Main Group	P1	AI_Block	AI_Trial, 8	AI_Blue (8, m5con.bmp)	middle	b	Released	(based on code value)	C	739		2	3	1	
Main Group	P1	AI_Block	AI_Trial, 8	AI_Blue (8, m5con.bmp)		b	Pressed	(based on code value)	E	1011		2	3	1	
Main Group	P1	AI_Block	AI_Trial, 6	AI_First_Stage (6, m2con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P1	AI_Block	AI_Trial, 6	AI_Second_Stage (6, m3con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P1	AI_Block	AI_Trial, 6	AI_Final_Stage (6, m4con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P1	AI_Block	AI_Trial, 6	AI_Blue (6, m5baseinc.bmp)	middle	b	Released	(based on code value)	C	573		2	2	1	
Main Group	P1	AI_Block	AI_Trial, 6	AI_Blue (6, m5baseinc.bmp)		b	Pressed	(based on code value)	E	845		2	2	1	
Main Group	P1	AI_Block	AI_Trial, 5	AI_First_Stage (5, i2con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P1	AI_Block	AI_Trial, 5	AI_Second_Stage (5, i3con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P1	AI_Block	AI_Trial, 5	AI_Final_Stage (5, i4con.bmp)	index	v	Released	(based on code value)	C	522		1	3	1	
Main Group	P1	AI_Block	AI_Trial, 5	AI_Blue (5, i5baseinc.bmp)		v	Pressed	(based on code value)	E	730		1	2	1	
Main Group	P1	AI_Block	AI_Trial, 2	AI_First_Stage (2, m2basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P1	AI_Block	AI_Trial, 2	AI_Second_Stage (2, m3basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P1	AI_Block	AI_Trial, 2	AI_Final_Stage (2, m4basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P1	AI_Block	AI_Trial, 2	AI_Blue (2, m5base.bmp)	middle	b	Released	(based on code value)	C	761		2	0	1	
Main Group	P1	AI_Block	AI_Trial, 2	AI_Blue (2, m5base.bmp)		b	Pressed	(based on code value)	E	945		2	0	1	
Main Group	P1	AI_Block	AI_Trial, 10	AI_First_Stage (10, m2base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P1	AI_Block	AI_Trial, 10	AI_Second_Stage (10, m3base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P1	AI_Block	AI_Trial, 10	AI_Final_Stage (10, m4base.bmp)	middle	b	Released	(based on code value)	C	512		2	0	1	
Main Group	P1	AI_Block	AI_Trial, 10	AI_Blue (10, m5inc.bmp)		b	Pressed	(based on code value)	E	704		2	4	1	
Main Group	P1	AI_Block	AI_Trial, 7	AI_First_Stage (7, i2inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P1	AI_Block	AI_Trial, 7	AI_Second_Stage (7, i3inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P1	AI_Block	AI_Trial, 7	AI_Final_Stage (7, i4inc.bmp)	index	v	Released	(based on code value)	C	569		1	4	1	
Main Group	P1	AI_Block	AI_Trial, 7	AI_Blue (7, i5con.bmp)		v	Pressed	(based on code value)	E	745		1	3	1	
Main Group	P1	AI_Block	AI_Trial, 3	AI_First_Stage (3, i2baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P1	AI_Block	AI_Trial, 3	AI_Second_Stage (3, i3baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P1	AI_Block	AI_Trial, 3	AI_Final_Stage (3, i4baseinc.bmp)	index	v	Released	(based on code value)	C	560		1	2	1	
Main Group	P1	AI_Block	AI_Trial, 3	AI_Blue (3, i5basecon.bmp)		v	Pressed	(based on code value)	E	720		1	1	1	
Main Group	P1	AI_Block	AI_Trial, 4	AI_First_Stage (4, m2baseinc.bmp)				(based on code value)	NR	0		2	2	1	
