P2
tDCS_AI_wEffector
02/11/2013	13:10:20

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Movement_Onset
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	Finger	Congruence	Repeated	Correct
Main Group	P2	AI_Practice	AI_Practice, 4	AI_First_Stage_practice (4, m2baseinc.bmp)				(based on code value)	NR	0		2	2	1	
Main Group	P2	AI_Practice	AI_Practice, 4	AI_Second_Stage_practice (4, m3baseinc.bmp)				(based on code value)	NR	0		2	2	1	
Main Group	P2	AI_Practice	AI_Practice, 4	AI_Final_Stage_practice (4, m4baseinc.bmp)		b	Pressed	(based on code value)	E	332		2	2	1	
Main Group	P2	AI_Practice	AI_Practice, 4	AI_Final_Stage_practice (4, m4baseinc.bmp)		v	Pressed	(based on code value)	E	356		2	2	1	
Main Group	P2	AI_Practice	AI_Practice, 4	AI_Blue_practice (4, m5basecon.bmp)	middle	b	Released	(based on code value)	C	1580		2	1	1	
Main Group	P2	AI_Practice	AI_Practice, 4	AI_Blue_practice (4, m5basecon.bmp)		b	Pressed	(based on code value)	E	1908		2	1	1	
Main Group	P2	AI_Practice	AI_Practice, 5	AI_First_Stage_practice (5, i2con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P2	AI_Practice	AI_Practice, 5	AI_Second_Stage_practice (5, i3con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P2	AI_Practice	AI_Practice, 5	AI_Final_Stage_practice (5, i4con.bmp)				(based on code value)	NR	0		1	3	1	
Main Group	P2	AI_Practice	AI_Practice, 5	AI_Blue_practice (5, i5baseinc.bmp)	index	v	Released	(based on code value)	C	730		1	2	1	
Main Group	P2	AI_Practice	AI_Practice, 5	AI_Blue_practice (5, i5baseinc.bmp)		v	Pressed	(based on code value)	E	1026		1	2	1	
Main Group	P2	AI_Practice	AI_Practice, 3	AI_First_Stage_practice (3, i2baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P2	AI_Practice	AI_Practice, 3	AI_Second_Stage_practice (3, i3baseinc.bmp)				(based on code value)	NR	0		1	2	1	
Main Group	P2	AI_Practice	AI_Practice, 3	AI_Final_Stage_practice (3, i4baseinc.bmp)	index	v	Released	(based on code value)	C	468		1	2	1	
Main Group	P2	AI_Practice	AI_Practice, 3	AI_Blue_practice (3, i5basecon.bmp)		v	Pressed	(based on code value)	E	1132		1	1	1	
Main Group	P2	AI_Practice	AI_Practice, 1	AI_First_Stage_practice (1, i2basecon.bmp)				(based on code value)	NR	0		1	1	1	
Main Group	P2	AI_Practice	AI_Practice, 1	AI_Second_Stage_practice (1, i3basecon.bmp)				(based on code value)	NR	0		1	1	1	
Main Group	P2	AI_Practice	AI_Practice, 1	AI_Final_Stage_practice (1, i4basecon.bmp)	index	v	Released	(based on code value)	C	520		1	1	1	
Main Group	P2	AI_Practice	AI_Practice, 1	AI_Blue_practice (1, i5base.bmp)		v	Pressed	(based on code value)	E	824		1	0	1	
Main Group	P2	AI_Practice	AI_Practice, 10	AI_First_Stage_practice (10, m2base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P2	AI_Practice	AI_Practice, 10	AI_Second_Stage_practice (10, m3base.bmp)				(based on code value)	NR	0		2	0	1	
Main Group	P2	AI_Practice	AI_Practice, 10	AI_Final_Stage_practice (10, m4base.bmp)	middle	b	Released	(based on code value)	C	361		2	0	1	
Main Group	P2	AI_Practice	AI_Practice, 10	AI_Blue_practice (10, m5inc.bmp)		b	Pressed	(based on code value)	E	634		2	4	1	
Main Group	P2	AI_Practice	AI_Practice, 6	AI_First_Stage_practice (6, m2con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P2	AI_Practice	AI_Practice, 6	AI_Second_Stage_practice (6, m3con.bmp)				(based on code value)	NR	0		2	3	1	
Main Group	P2	AI_Practice	AI_Practice, 6	AI_Final_Stage_practice (6, m4con.bmp)	middle	b	Released	(based on code value)	C	537		2	3	1	
Main Group	P2	AI_Practice	AI_Practice, 6	AI_Blue_practice (6, m5baseinc.bmp)		b	Pressed	(based on code value)	E	848		2	2	1	
Main Group	P2	AI_Practice	AI_Practice, 7	AI_First_Stage_practice (7, i2inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P2	AI_Practice	AI_Practice, 7	AI_Second_Stage_practice (7, i3inc.bmp)				(based on code value)	NR	0		1	4	1	
Main Group	P2	AI_Practice	AI_Practice, 7	AI_Final_Stage_practice (7, i4inc.bmp)	index	v	Released	(based on code value)	C	535		1	4	1	
Main Group	P2	AI_Practice	AI_Practice, 7	AI_Blue_practice (7, i5con.bmp)		v	Pressed	(based on code value)	E	839		1	3	1	
Main Group	P2	AI_Practice	AI_Practice, 2	AI_First_Stage_practice (2, m2basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P2	AI_Practice	AI_Practice, 2	AI_Second_Stage_practice (2, m3basecon.bmp)				(based on code value)	NR	0		2	1	1	
Main Group	P2	AI_Practice	AI_Practice, 2	AI_Final_Stage_practice (2, m4basecon.bmp)	middle	b	Released	(based on code value)	C	496		2	1	1	
